Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Ngõ 313, Đường Lĩnh Nam, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",33 m²,3.45 tỷ,3.5 m,2.5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản tiện nghi.,Tây,Tây
"Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",50 m²,6.6 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",37 m²,3.35 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ chính chủ.,Cơ bản tiện nghi.,Đông,Đông
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",72 m²,8.5 tỷ,5.5 m,5 m,3 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",75 m²,8.4 tỷ,4 m,6 m,8 tầng,10 phòng,11 phòng,Sổ đỏ,Sang trọng,,
"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",100 m²,9.6 tỷ,3 m,4 m,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Tặng toàn bộ nội thất,,
"Phường Yên Nghĩa, Hà Đông, Hà Nội",32 m²,1.56 tỷ,,,2 tầng,2 phòng,2 phòng,Sổ đỏ,,,
"Phố Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",45 m²,4.7 tỷ,,,,,,,,,
"255, Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội",54 m²,5.78 tỷ,4.8 m,,,,,,,,
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",30 m²,3.55 tỷ,,,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",40 m²,4.05 tỷ,4 m,3.5 m,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",26 m²,2.95 tỷ,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Hồng Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",55 m²,3.45 tỷ,4.1 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ sổ hồng,,,
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",36 m²,3 tỷ,3.7 m,4 m,4 tầng,4 phòng,5 phòng,Sổ đỏ,,,
"Phố Ngọc Khánh, Phường Đội Cấn, Ba Đình, Hà Nội",35 m²,4.48 tỷ,3.8 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ,,,
"Đường Huyền Kỳ, Phường Phú Lãm, Hà Đông, Hà Nội",32 m²,2.2 tỷ,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",35 m²,3.5 tỷ,3.6 m,4 m,5 tầng,4 phòng,5 phòng,Sổ đỏ,,Đông - Nam,
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",110 m²,11.5 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất xịn Nội thất dùng toàn đồ tốt, thang máy xịn.",,
"Ngõ 12, Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",63 m²,13.8 tỷ,6 m,6 m,7 tầng,4 phòng,5 phòng,Sổ đỏ.,Đầy đủ.,Tây - Nam,Tây - Nam
"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",34 m²,3.65 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,Đông - Nam,Đông - Nam
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",40 m²,3.1 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ nội thất.,Đông - Nam,Đông - Nam
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",53 m²,4.4 tỷ,5.5 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",45 m²,3.5 tỷ,4 m,3 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",30 m²,3 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Đã có sổ đỏ,Full nội thất,,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",36 m²,3.6 tỷ,4 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ,Sang trọng,,
"Số 10, ngõ 487/59, Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",75 m²,4.95 tỷ,5 m,3 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Bắc,
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",72 m²,14.5 tỷ,,,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",45 m²,7.8 tỷ,,3 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Tiêu chuẩn châu âu.,,
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",35 m²,5.2 tỷ,6 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Tiêu chuẩn châu âu,,
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",48 m²,5.8 tỷ,3.5 m,3 m,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,"Nội thất hiện đại theo chuẩn Châu Âu, được lựa chọn kỹ càng, thang máy nhập khẩu Hàn Quốc.",,
"Đường Trần Hưng Đạo, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",170 m²,45 tỷ,,,,,,,,,
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",110 m²,19 tỷ,6 m,10 m,2 tầng,3 phòng,2 phòng,,,,
"Phố Hàm Long, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",60 m²,17.6 tỷ,6 m,5 m,5 tầng,4 phòng,5 phòng,,,,
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",31 m²,4.6 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ,Full đồ đạc.,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",42 m²,3.15 tỷ,,,4 tầng,2 phòng,,,,,
"Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",38.5 m²,3.4 tỷ,,3 m,4 tầng,6 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 109, Đường Trường Chinh, Phường Phương Liệt, Thanh Xuân, Hà Nội",50 m²,11.4 tỷ,10 m,6 m,4 tầng,4 phòng,3 phòng,Sổ đỏ chính chủ.,,,
"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",65 m²,12.2 tỷ,5 m,6 m,5 tầng,,,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 1, Phố Văn Hội, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",65 m²,5.9 tỷ,4.5 m,8 m,2 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Vạn Phúc, Phường Liễu Giai, Ba Đình, Hà Nội",66 m²,Thỏa thuận,5.5 m,8 m,5 tầng,,,,,,
"Phường Ô Chợ Dừa, Đống Đa, Hà Nội",45 m²,12 tỷ,3.5 m,,5 tầng,4 phòng,,,,,
"Đường Quốc lộ 21B, Phường Phú Lãm, Hà Đông, Hà Nội",33 m²,2 tỷ,3.5 m,2.5 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,
"Đường Kim Giang, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",60 m²,10 tỷ,5 m,8 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội",38 m²,6.15 tỷ,6.8 m,5 m,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Trần Đại Nghĩa, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",60 m²,7.8 tỷ,5 m,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 73, Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",130 m²,21.5 tỷ,6 m,6 m,8 tầng,28 phòng,28 phòng,Sổ đỏ/ Sổ hồng,Full nội thất ,,
"Phố Đại La, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",52 m²,4.5 tỷ,4 m,2.5 m,4 tầng,4 phòng,3 phòng,,,,
"Phường Thanh Lương, Hai Bà Trưng, Hà Nội",35 m²,2.5 tỷ,,,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",58 m²,4.3 tỷ,4 m,2.5 m,4 tầng,4 phòng,3 phòng,,,,
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",65 m²,Thỏa thuận,,2.6 m,1 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phường Thanh Lương, Hai Bà Trưng, Hà Nội",59 m²,6.3 tỷ,,,5 tầng,7 phòng,8 phòng,Sổ đỏ,,,
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",35 m²,4.3 tỷ,4 m,2 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full.,,
"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",50 m²,8.5 tỷ,5 m,6 m,5 tầng,5 phòng,5 phòng,Đã có sổ đỏ,Nội thất cơ bản,,
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",38 m²,3.85 tỷ,3.6 m,3 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất ,,
"đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",40 m²,4.4 tỷ,3.5 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 25, Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",85 m²,10.2 tỷ,4.3 m,5 m,4 tầng,4 phòng,5 phòng,Sổ đỏ,,,
"Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",130 m²,21 tỷ,6 m,4 m,8 tầng,26 phòng,26 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 73, Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",130 m²,21.5 tỷ,6 m,5 m,8 tầng,26 phòng,26 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",73 m²,10.9 tỷ,6 m,3 m,8 tầng,20 phòng,20 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,
"Ngõ 1/62, Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",37 m²,4 tỷ,4 m,3 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Đường 179, Xã Dương Xá, Gia Lâm, Hà Nội",25 m²,850 triệu,3 m,3 m,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 3, Đường Cù Chính Lan, Phường Khương Đình, Thanh Xuân, Hà Nội",120 m²,15.5 tỷ,5 m,6 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",120 m²,29.6 tỷ,7 m,6 m,8 tầng,42 phòng,42 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Kim Giang, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",70 m²,9.7 tỷ,4.2 m,4 m,6 tầng,17 phòng,17 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Đường Lê Văn Lương, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",140 m²,27 tỷ,8 m,4 m,8 tầng,40 phòng,40 phòng,Sổ đỏ/ Sổ hồng,FUNLL NỘI THẤT,,
"Ngõ 168/99, Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",55 m²,5 tỷ,3.5 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",100 m²,14.8 tỷ,6.5 m,6 m,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 376, Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",42 m²,4.5 tỷ,4 m,3 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",100 m²,26.5 tỷ,6.3 m,5 m,8 tầng,27 phòng,27 phòng,Sổ đỏ/ Sổ hồng,Full nội thất ,,
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",200 m²,16.5 tỷ,12 m,3 m,4 tầng,15 phòng,15 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",150 m²,10.6 tỷ,4.7 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 236, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",150 m²,10.5 tỷ,4.7 m,4 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",90 m²,25.5 tỷ,5.4 m,10 m,9 tầng,9 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",55 m²,10.8 tỷ,4.5 m,6 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Full nội thất ,,
"Đường Lương Thế Vinh, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",140 m²,27 tỷ,7 m,4 m,9 tầng,45 phòng,45 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",35 m²,4.1 tỷ,,,5 tầng,3 phòng,4 phòng,,,,
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",70 m²,9.7 tỷ,4.5 m,4 m,6 tầng,17 phòng,17 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",32 m²,5.2 tỷ,3.5 m,,,3 phòng,,,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Ngõ 258, Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",52 m²,5.18 tỷ,,,5 tầng,6 phòng,3 phòng,Sổ đỏ,,,
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",130 m²,Thỏa thuận,10.55 m,,3 tầng,5 phòng,,,,Đông - Bắc,
"Phường Trung Văn, Nam Từ Liêm, Hà Nội",40 m²,7 tỷ,,,,,,,,,
"Đường Quốc lộ 21B, Phường Phú Lãm, Hà Đông, Hà Nội",33 m²,2.65 tỷ,3.4 m,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,
"Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",43 m²,3.95 tỷ,3.5 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",41 m²,3.888 tỷ,4 m,2.5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",45 m²,3.92 tỷ,4 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ.,Nội thất đầy đủ.,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",42 m²,3.925 tỷ,4 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",45 m²,9 tỷ,8 m,8 m,7 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"23 ngõ 44, Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",33 m²,3.65 tỷ,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",83 m²,190 triệu/m²,4.7 m,,,,,,,,
"Phường Mai Động, Hoàng Mai, Hà Nội",31.8 m²,4.5 tỷ,3.5 m,2.5 m,5 tầng,5 phòng,4 phòng,Sổ đỏ.,"Nội thất cao cấp, xịn sò chỉ việc xách va ly về ở.",Tây - Bắc,Tây - Bắc
"Thôn Yên Vĩnh, Xã Kim Chung, Hoài Đức, Hà Nội",33 m²,2.85 tỷ,4 m,,5 tầng,3 phòng,,,,,
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",41 m²,13.8 tỷ,6 m,,7 tầng,,,,Nội thất cao cấp ,,
"Số nhà 8 ngõ 310/43 đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",32.5 m²,4.7 tỷ,4 m,,4 tầng,,,,"Nội thất xịn, cửa lim, bệ bệt iNax, sàn gỗ cốt xanh trống nước, cửa xinpha.",Đông - Nam,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Số 2 ngõ 376, Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",70 m²,22.8 tỷ,6 m,,6 tầng,5 phòng,,Sổ đỏ,,,
"Ngõ 160, Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",70 m²,16.8 tỷ,6.5 m,,7 tầng,,,,Nội thất đầy đủ,,
"Số 53 ngõ 102, Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",200 m²,29 tỷ,20 m,6 m,3 tầng,4 phòng,2 phòng,Sổ đỏ chính chủ.,,Đông,Đông
"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",53 m²,5.1 tỷ,4.3 m,,4 tầng,3 phòng,,Đầy đủ,Đầy đủ,,
"Ngõ 193/20, Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",24 m²,2 tỷ,4 m,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Nam,Nam
"Số 12 ngõ 256, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",40.6 m²,7.7 tỷ,4 m,5.3 m,6 tầng,,,Sổ đỏ chính chủ,"Nội thất mới, thang máy nhập khẩu",,
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",36 m²,3.65 tỷ,5.5 m,5 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,đầy đủ,Đông - Bắc,Đông - Bắc
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",60 m²,12.2 tỷ,5 m,8 m,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",35 m²,4.1 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ,Cao cấp sang trọng,,
"Đường 70, Phường Mỗ Lao, Hà Đông, Hà Nội",82 m²,64 triệu/m²,6.4 m,,3 tầng,,,Sổ đỏ,,,
"Ngõ 158, Đường Nguyễn Sơn, Phường Bồ Đề, Long Biên, Hà Nội",43 m²,5.5 tỷ,4.5 m,3 m,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ nội thất cơ bản.,Tây - Nam,Tây - Nam
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",70 m²,16 tỷ,5 m,,5 tầng,5 phòng,5 phòng,Sổ đỏ,,,
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",45 m²,3.5 tỷ,,6 m,6 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",40 m²,2.9 tỷ,,6 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 42, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",58 m²,5.2 tỷ,,4.5 m,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Sơn, Phường Bồ Đề, Long Biên, Hà Nội",85 m²,9.7 tỷ,,,3 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",40 m²,3 tỷ,,6 m,5 tầng,4 phòng,4 phòng,Sổ đỏ.,,,
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",38 m²,4.2 tỷ,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Tây,
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",44 m²,5.35 tỷ,4.4 m,4 m,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,Tây - Nam,
"Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",63 m²,23 tỷ,4.5 m,5 m,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Nội thất sang trọng, đầy đủ",,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",43 m²,4.37 tỷ,5.2 m,2.5 m,4 tầng,3 phòng,,,,,
"Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",61 m²,10.9 tỷ,5 m,7 m,5 tầng,5 phòng,5 phòng,,,,
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",45 m²,4.7 tỷ,4 m,2.5 m,3 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Chiến Thắng, Phường La Khê, Hà Đông, Hà Nội",33 m²,3.75 tỷ,3.5 m,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",33 m²,3.1 tỷ,3.5 m,2 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Cơ Bản,,
"Xã Di Trạch, Hoài Đức, Hà Nội",31 m²,2.25 tỷ,,,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",52 m²,Thỏa thuận,4.7 m,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",33 m²,3.35 tỷ,3.5 m,2.5 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Đông,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",70 m²,8.95 tỷ,7 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Tam Khương, Phường Khương Thượng, Đống Đa, Hà Nội",66 m²,18.8 tỷ,6 m,,6 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",62 m²,14.09 tỷ,8 m,3 m,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Đông,Đông
"Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",40 m²,4.1 tỷ,4 m,2 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Tây,Tây
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",50 m²,13 tỷ,4.1 m,12 m,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,,
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",42 m²,6.35 tỷ,,8 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",48 m²,7.5 tỷ,4 m,5 m,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cao cấp.,Đông - Bắc,
"Đường Vạn Bảo, Phường Liễu Giai, Ba Đình, Hà Nội",60 m²,8 tỷ,4.2 m,,2 tầng,,,Sổ đỏ/ Sổ hồng,,Bắc,
"Đường Vạn Bảo, Phường Liễu Giai, Ba Đình, Hà Nội",48 m²,7 tỷ,,,,,,Sổ đỏ,,,
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",100 m²,29.5 tỷ,6.5 m,,8 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ tiện ích,,
"Phường Phương Mai, Đống Đa, Hà Nội",40 m²,4.69 tỷ,,,,4 phòng,,Sổ đỏ chính chủ.,,,
"Ngõ 147, Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",72 m²,7.5 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
