Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",44 m²,5.8 tỷ,5.5 m,4 m,4 tầng,4 phòng,2 phòng,Sổ đỏ.,,,
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",36 m²,4.7 tỷ,4 m,4.5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",51 m²,7.85 tỷ,4 m,12.5 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",80.6 m²,Thỏa thuận,5 m,12 m,4 tầng,,,Sổ đỏ/ Sổ hồng.,,Đông - Nam,
"Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",48 m²,12 tỷ,4.3 m,6 m,6 tầng,8 phòng,,,,,
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",35 m²,3.25 tỷ,3.5 m,2 m,5 tầng,3 phòng,3 phòng,Sổ đỏ.,Nội thất cơ bản.,,
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",45 m²,3.4 tỷ,4.11 m,3 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện cơ bản như hình và video,Tây,Tây
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",85 m²,18 tỷ,5.1 m,20 m,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",80.3 m²,Thỏa thuận,,13 m,,,,,,Tây - Nam,Tây - Bắc
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",85 m²,6 tỷ,6 m,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",65 m²,12.5 tỷ,4.2 m,,5 tầng,4 phòng,,Sổ đỏ.,,,
"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",45 m²,5.8 tỷ,,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp chủ tặng toàn bộ,,
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",33 m²,3 tỷ,3.6 m,,5 tầng,,,Sổ đỏ,,,
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",35 m²,3.15 tỷ,3.5 m,,4 tầng,4 phòng,3 phòng,Sổ đỏ.,Đầy đủ.,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",32 m²,3.4 tỷ,,,5 tầng,4 phòng,,Sổ đỏ.,Full.,,
"Đường Phạm Ngọc Thạch, Phường Kim Liên, Đống Đa, Hà Nội",45 m²,5.4 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Đường Văn Quán, Phường Văn Quán, Hà Đông, Hà Nội",75 m²,Thỏa thuận,6 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Ngõ 9, Đường Nhân Trạch, Phường Phú Lãm, Hà Đông, Hà Nội",32.8 m²,2.1 tỷ,4 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,Tây - Nam
"Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội",68 m²,8.2 tỷ,5.5 m,4 m,5 tầng,8 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",33 m²,3.9 tỷ,,,,3 phòng,,,,,
"Ngõ 180, Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",45.1 m²,4.1 tỷ,4.3 m,3 m,1 tầng,1 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Tây,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",40 m²,3.75 tỷ,,,5 tầng,5 phòng,4 phòng,,,,
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",43 m²,3.58 tỷ,4.5 m,,5 tầng,3 phòng,,Sổ đỏ.,,,
"Đường Kim Ngưu, Phường Minh Khai, Hai Bà Trưng, Hà Nội",50 m²,4.35 tỷ,,,4 tầng,4 phòng,3 phòng,,,,
"Đường Tây Sơn, Phường Ngã Tư Sở, Đống Đa, Hà Nội",40 m²,9.3 tỷ,,10 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",40 m²,5.5 tỷ,,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phạm Ngọc Thạch, Phường Trung Tự, Đống Đa, Hà Nội",47 m²,3.8 tỷ,5.2 m,,3 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phường Yên Nghĩa, Hà Đông, Hà Nội",33 m²,1.85 tỷ,4 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam
"Đường Quốc lộ 21B, Phường Phú Lãm, Hà Đông, Hà Nội",34 m²,1.8 tỷ,4 m,2 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông - Nam,Đông - Nam
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Đường An Lạc, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",40 m²,2.8 tỷ,4.5 m,4 m,,,,Sổ đỏ/ Sổ hồng.,,,
"Đường Ỷ Lan, Xã Đặng Xá, Gia Lâm, Hà Nội",138 m²,7.8 tỷ,9 m,6 m,2 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",85 m²,16.2 tỷ,5 m,6 m,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,6.5 tỷ,4 m,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Dốc Thọ Lão, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",39 m²,5.35 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,,,,
"Phố Vạn Phúc, Phường Kim Mã, Ba Đình, Hà Nội",81 m²,16.8 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội",95 m²,27.8 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",35 m²,3 tỷ,3.5 m,3 m,4 tầng,3 phòng,3 phòng,,Tặng Nội Thất,,
"Đường Yên Vĩnh, Xã Kim Chung, Hoài Đức, Hà Nội",33 m²,2.88 tỷ,3.2 m,2 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Tây - Nam,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",52 m²,8.9 tỷ,6 m,6 m,6 tầng,5 phòng,6 phòng,Sổ đỏ,Sang trọng,,
"Phố Đồng Nhân, Xã Đông La, Hoài Đức, Hà Nội",30.1 m²,1.7 tỷ,3.8 m,2.5 m,3 tầng,2 phòng,3 phòng,Sổ đỏ chính chủ công chứng trong ngày,Đầy đủ nội thất,Đông,Đông
"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",33 m²,2 tỷ,3.4 m,2 m,4 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",40 m²,5 tỷ,3.5 m,,,6 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",30 m²,1.9 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội",50 m²,9 tỷ,,10 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,,
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",45 m²,4 tỷ,5.8 m,,5 tầng,,,Sổ đỏ,,,
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",33 m²,2.08 tỷ,4 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Nội thất đầy đủ,Đông - Nam,Đông - Nam
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",50 m²,5.3 tỷ,4 m,3 m,5 tầng,6 phòng,6 phòng,Sổ đỏ,Chủ tặng full nội thất.,,
"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",33 m²,3.35 tỷ,3.5 m,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ,Cơ bản,,
"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",33 m²,2.2 tỷ,3.5 m,2.5 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"36, Đường Đào Tấn, Phường Đội Cấn, Ba Đình, Hà Nội",65 m²,20 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",56 m²,6.6 tỷ,5 m,6 m,4 tầng,4 phòng,4 phòng,Sổ đỏ,Siêu vip,,
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",37 m²,2.6 tỷ,,2.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"80, Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",16 m²,1.35 tỷ,,,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",40 m²,4.86 tỷ,4 m,2.5 m,4 tầng,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,"Full nội thất (bàn ghế, giường tủ, điều hòa, nóng lạnh... ).",,
"Ngõ 184, Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",30 m²,2.7 tỷ,4.5 m,3 m,4 tầng,3 phòng,2 phòng,,Đầy đủ,,
"Đường Duy Tân, Phường Dịch Vọng, Cầu Giấy, Hà Nội",60 m²,14.4 tỷ,,,,,,,,,
"Đường Phạm Ngọc Thạch, Phường Phương Liên, Đống Đa, Hà Nội",55 m²,11 tỷ,,,6 tầng,,,,,,
"Đường Bạch Thái Bưởi, Phường Văn Quán, Hà Đông, Hà Nội",48 m²,6 tỷ,5 m,9 m,5 tầng,4 phòng,5 phòng,Sổ đỏ,"Cao cấp, mới 100%",,
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",111 m²,13.8 tỷ,6.2 m,,,4 phòng,,Sổ đỏ.,,,
"Ngõ 105, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",85 m²,Thỏa thuận,,,4 tầng,5 phòng,,Đã có sổ,,,
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",85 m²,16.8 tỷ,5.1 m,,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",65 m²,7.8 tỷ,,,7 tầng,,,,,,
"195, Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",32 m²,4.54 tỷ,5 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ trang thiết bị chiếu sáng, điện nước, tủ bếp, hút mùi, rèm cửa",Tây - Bắc,Tây - Bắc
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",44 m²,6.78 tỷ,4 m,3.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đã có nội thất cơ bản đã có nội thất cơ bản.,Đông - Bắc,Đông - Bắc
"đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội",35 m²,Thỏa thuận,,,4 tầng,,,,,,
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",68 m²,12.8 tỷ,6 m,5 m,6 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,"Nội thất đầy đủ tất cả của hãng: Tủ bếp, máy rửa bát, máy hút bụi, bàn ghế, điều hòa, thiết bị massage, bồn tắm, bể sục, thái dương năng, thiết bị điện thông minh.",,
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",58 m²,8.5 tỷ,6.3 m,4 m,7 tầng,11 phòng,11 phòng,"Sổ đỏ, sổ hồng",Hiện đại.,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",110 m²,25 tỷ,6.5 m,6 m,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",50 m²,9.1 tỷ,4.4 m,6 m,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất xịn,Nam,Nam
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",70 m²,5.6 tỷ,,,4 tầng,4 phòng,,Sổ đỏ,,,
"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",58 m²,13.8 tỷ,4 m,6 m,7 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",80 m²,14.95 tỷ,5.5 m,15 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,"Tặng full nội thất xịn sò, hệ thống cổng đóng mở tự động, thang máy nhập 650kg.",,
"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",80 m²,5.5 tỷ,3.2 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,,
"Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",42 m²,1.45 tỷ/m²,4.5 m,4 m,2 tầng,2 phòng,2 phòng,Hợp đồng mua bán,,,
"Đường Đại Từ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",48 m²,4.8 tỷ,4 m,3 m,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",70 m²,22 tỷ,,,6 tầng,,,,,,
"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",56 m²,9.5 tỷ,3.4 m,2 m,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",30 m²,3.8 tỷ,3.6 m,2.5 m,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",38 m²,4.15 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Láng, Phường Ngã Tư Sở, Đống Đa, Hà Nội",30 m²,4.5 tỷ,4.5 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Tặng toàn bộ nội thất,,
"195, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",106 m²,18.3 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",58 m²,13.8 tỷ,4 m,6 m,7 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",37 m²,8.6 tỷ,3.6 m,6 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Tây - Bắc,Tây - Bắc
"Đường Kim Ngưu, Phường Đống Mác, Hai Bà Trưng, Hà Nội",90 m²,16.8 tỷ,6 m,6 m,7 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",73 m²,13 tỷ,5 m,,5 tầng,,,Sổ đỏ,,,
"Đường Nguyễn Chính, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",30 m²,3.86 tỷ,,,4 tầng,2 phòng,3 phòng,Sổ đỏ.,Full.,,
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",62 m²,15 tỷ,,,6 tầng,,,Sổ đỏ/ Sổ hồng,Thang máy nhập khẩu,,
"Đường 32, Xã Hiệp Thuận, Phúc Thọ, Hà Nội",40.2 m²,1.45 tỷ,,,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",31 m²,3 tỷ,3.5 m,5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,Tây - Nam
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",45 m²,Thỏa thuận,,,,,,Sổ đỏ/ Sổ hồng,,,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",36 m²,4.1 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,,
"Đường Trích Sài, Phường Bưởi, Tây Hồ, Hà Nội",72 m²,11.8 tỷ,4.3 m,5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường Võ Thị Sáu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",60 m²,14.5 tỷ,4.2 m,,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",35 m²,3.09 tỷ,5 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,Nội thất cơ bản đầy đủ,Tây - Nam,Tây - Nam
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,1.9 tỷ,3.6 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",68 m²,14.5 tỷ,4.5 m,,4 tầng,,,Sổ đỏ,,,
"Đường Động Lãm, Phường Phú Lương, Hà Đông, Hà Nội",40 m²,2.48 tỷ,3.5 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,Nội thất đầy đủ.,Đông - Nam,Đông - Nam
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",34 m²,1.97 tỷ,3.5 m,3 m,3 tầng,3 phòng,3 phòng,Sổ đỏ,Nội thất đầy đủ ,,
"Ngõ 39, Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",60.5 m²,8.2 tỷ,4.45 m,3 m,7 tầng,12 phòng,12 phòng,Sổ đỏ,Nội thất đẹp ,,
"Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",60 m²,6.5 tỷ,6 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",60 m²,8.2 tỷ,10 m,,4 tầng,,,Sổ đỏ,,,
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",38 m²,2.5 tỷ,4 m,4 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất siêu đẹp,,
"Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",35 m²,3.5 tỷ,5 m,2.5 m,5 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,,
"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",40 m²,3.38 tỷ,3.8 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",54 m²,3.25 tỷ,,,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Gia Thụy, Long Biên, Hà Nội",60 m²,4.9 tỷ,4 m,5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",33 m²,3.1 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",100 m²,15.9 tỷ,9 m,10 m,3 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",117 m²,15.7 tỷ,,,,,,Đã có sổ,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",46 m²,8.6 tỷ,4 m,,7 tầng,6 phòng,6 phòng,Sổ đỏ,Sang trọng.,,
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",32 m²,Thỏa thuận,,,5 tầng,,,,,,
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",65 m²,15.2 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Phố Hồng Phúc, Phường Nguyễn Trung Trực, Ba Đình, Hà Nội",30 m²,4.35 tỷ,5 m,2 m,3 tầng,3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Phú La, Hà Đông, Hà Nội",62 m²,5.6 tỷ,3.5 m,,3 tầng,,,Sổ đỏ,,,
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",100 m²,12 tỷ,7 m,17 m,3 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",31 m²,7.1 tỷ,4 m,,6 tầng,,,Sổ đỏ.,,,
"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",75 m²,21.5 tỷ,,,,,,,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",105 m²,18.5 tỷ,6.6 m,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Đặng Văn Ngữ, Phường Trung Tự, Đống Đa, Hà Nội",61 m²,7.45 tỷ,4 m,4 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Văn Linh, Phường Sài Đồng, Long Biên, Hà Nội",100 m²,9.6 tỷ,6.2 m,4.5 m,3 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",35 m²,4.75 tỷ,,,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",68 m²,13 tỷ,,,6 tầng,,,,,,
"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",40 m²,7.4 tỷ,3.8 m,,6 tầng,,,Sổ đỏ,"Nội thất sinh sò, thiết kế trang trọng, lịch sự, hài hoà",,
"Đường Láng, Phường Ngã Tư Sở, Đống Đa, Hà Nội",48 m²,5.8 tỷ,3.9 m,,4 tầng,,,Sổ đỏ,Nội thất để lại cho chủ mới.,,
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",95 m²,13.5 tỷ,4.5 m,,4 tầng,,,Sổ đỏ,,,
"Đường Trần Vỹ, Phường Mai Dịch, Cầu Giấy, Hà Nội",58 m²,9.7 tỷ,,,5 tầng,,,Sổ đỏ chính chủ,,,
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",58 m²,20.5 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Ngô Thì Nhậm, Phường Quang Trung, Hà Đông, Hà Nội",65 m²,9 tỷ,5 m,,4 tầng,,,,,,
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",40 m²,7.4 tỷ,4 m,,5 tầng,,,Sổ đỏ chính chủ.,,,
"Đường Trần Vỹ, Phường Mai Dịch, Cầu Giấy, Hà Nội",58 m²,9.7 tỷ,,,5 tầng,,,Sổ đỏ.,,,
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",35 m²,4.1 tỷ,,,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",36 m²,3.5 tỷ,,,5 tầng,,,Đã có sổ.,,,
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",102 m²,13.6 tỷ,4.5 m,18 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Phố Hàng Bạc, Phường Hàng Bạc, Hoàn Kiếm, Hà Nội",110 m²,35 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",45 m²,7.4 tỷ,4 m,,5 tầng,,,Sổ đỏ,,,
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",80 m²,9.6 tỷ,5 m,5 m,6 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,,
